Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.45     0.00     6000     0.00     0.00  boost::detail::lexical_converter_impl<int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::try_convert(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int&)
  0.00      0.45     0.00     6000     0.00     0.00  bool boost::detail::lexical_ostream_limited_src<char, std::char_traits<char> >::shr_signed<int>(int&)
  0.00      0.45     0.00     6000     0.00     0.00  boost::detail::lexical_ostream_limited_src<char, std::char_traits<char> >::operator>>(int&)
  0.00      0.45     0.00     6000     0.00     0.00  boost::gregorian::date boost::date_time::parse_date<boost::gregorian::date>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::int_adapter<unsigned int>::from_special(boost::date_time::special_values)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::int_adapter<long>::from_special(boost::date_time::special_values)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::time_duration(boost::date_time::special_values)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::frac_sec_per_day()
  0.00      0.45     0.00     6000     0.00     0.00  unsigned short boost::date_time::month_str_to_ushort<boost::gregorian::greg_month>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day>::year_month_day_base(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day)
  0.00      0.45     0.00     6000     0.00     0.00  boost::posix_time::ptime boost::date_time::parse_delimited_time<boost::posix_time::ptime>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::gregorian_calendar_base<boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day>, unsigned int>::day_number(boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day> const&)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::gregorian_calendar_base<boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day>, unsigned int>::end_of_month_day(boost::gregorian::greg_year, boost::gregorian::greg_month)
  0.00      0.45     0.00     6000     0.00     0.00  boost::posix_time::time_duration boost::date_time::parse_delimited_time_duration<boost::posix_time::time_duration>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.45     0.00     6000     0.00     0.00  boost::posix_time::time_duration boost::date_time::str_from_delimited_time_duration<boost::posix_time::time_duration, char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::date<boost::gregorian::date, boost::gregorian::gregorian_calendar, boost::gregorian::date_duration>::date(boost::date_time::int_adapter<unsigned int>)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::date<boost::gregorian::date, boost::gregorian::gregorian_calendar, boost::gregorian::date_duration>::date(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::split(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.45     0.00     6000     0.00     0.00  boost::gregorian::greg_month::greg_month(unsigned short)
  0.00      0.45     0.00     6000     0.00     0.00  boost::gregorian::date::date(boost::date_time::special_values)
  0.00      0.45     0.00     6000     0.00     0.00  boost::gregorian::date::date(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day)
  0.00      0.45     0.00     6000     0.00     0.00  boost::gregorian::greg_day::greg_day(unsigned short)
  0.00      0.45     0.00     6000     0.00     0.00  boost::gregorian::greg_year::greg_year(unsigned short)
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::int_adapter<long> boost::date_time::int_adapter<long>::operator+<unsigned int>(boost::date_time::int_adapter<unsigned int> const&) const
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::time_duration<boost::posix_time::time_duration, boost::date_time::time_resolution_traits<boost::date_time::time_resolution_traits_adapted64_impl, (boost::date_time::time_resolutions)5, 1000000l, (unsigned short)6, long> >::get_rep() const
  0.00      0.45     0.00     6000     0.00     0.00  boost::date_time::date<boost::gregorian::date, boost::gregorian::gregorian_calendar, boost::gregorian::date_duration>::day_count() const
  0.00      0.45     0.00     6000     0.00     0.00  boost::gregorian::date::day_number() const
  0.00      0.45     0.00     6000     0.00     0.00  boost::gregorian::greg_year::operator unsigned short() const
  0.00      0.45     0.00     4967     0.00     0.00  __gnu_cxx::new_allocator<Route*>::new_allocator()
  0.00      0.45     0.00     4967     0.00     0.00  std::allocator<Route*>::allocator()
  0.00      0.45     0.00     4966     0.00     0.00  std::initializer_list<Route*>::end() const
  0.00      0.45     0.00     4966     0.00     0.00  std::initializer_list<Route*>::size() const
  0.00      0.45     0.00     4966     0.00     0.00  std::_Vector_base<Route*, std::allocator<Route*> >::_Vector_base(std::allocator<Route*> const&)
  0.00      0.45     0.00     4966     0.00     0.00  Route** std::__uninitialized_copy<true>::__uninit_copy<Route* const*, Route**>(Route* const*, Route* const*, Route**)
  0.00      0.45     0.00     4966     0.00     0.00  std::vector<Route*, std::allocator<Route*> >::_S_check_init_len(unsigned long, std::allocator<Route*> const&)
  0.00      0.45     0.00     4966     0.00     0.00  void std::vector<Route*, std::allocator<Route*> >::_M_range_initialize<Route* const*>(Route* const*, Route* const*, std::forward_iterator_tag)
  0.00      0.45     0.00     4966     0.00     0.00  std::vector<Route*, std::allocator<Route*> >::vector(std::initializer_list<Route*>, std::allocator<Route*> const&)
  0.00      0.45     0.00     4966     0.00     0.00  std::iterator_traits<Route* const*>::difference_type std::__distance<Route* const*>(Route* const*, Route* const*, std::random_access_iterator_tag)
  0.00      0.45     0.00     4966     0.00     0.00  Route** std::__copy_move_a2<false, Route* const*, Route**>(Route* const*, Route* const*, Route**)
  0.00      0.45     0.00     4966     0.00     0.00  Route** std::uninitialized_copy<Route* const*, Route**>(Route* const*, Route* const*, Route**)
  0.00      0.45     0.00     4966     0.00     0.00  std::iterator_traits<Route* const*>::iterator_category std::__iterator_category<Route* const*>(Route* const* const&)
  0.00      0.45     0.00     4966     0.00     0.00  Route** std::__uninitialized_copy_a<Route* const*, Route**, Route*>(Route* const*, Route* const*, Route**, std::allocator<Route*>&)
  0.00      0.45     0.00     4966     0.00     0.00  Route** std::copy<Route* const*, Route**>(Route* const*, Route* const*, Route**)
  0.00      0.45     0.00     4966     0.00     0.00  std::iterator_traits<Route* const*>::difference_type std::distance<Route* const*>(Route* const*, Route* const*)
  0.00      0.45     0.00     3932     0.00     0.00  std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_M_get_Node_allocator()
  0.00      0.45     0.00     3931     0.00     0.00  std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::operator()(std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&) const
  0.00      0.45     0.00     3000     0.00     0.00  Route::setBusType(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.45     0.00     3000     0.00     0.00  Route::setSchType(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.45     0.00     3000     0.00     0.00  Route::setDest(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.45     0.00     3000     0.00     0.00  Route::setArrDT(boost::posix_time::ptime&)
  0.00      0.45     0.00     3000     0.00     0.00  Route::setDepDT(boost::posix_time::ptime&)
  0.00      0.45     0.00     3000     0.00     0.00  Route::setOrigin(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.45     0.00     3000     0.00     0.00  Route::setProfit(double&)
  0.00      0.45     0.00     3000     0.00     0.00  Route::Route(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, boost::posix_time::ptime&, boost::posix_time::ptime&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.00      0.45     0.00     3000     0.00     0.00  AllEnv::AddRoute(Route*)
  0.00      0.45     0.00     3000     0.00     0.00  double& std::forward<double&>(std::remove_reference<double&>::type&)
  0.00      0.45     0.00     3000     0.00     0.00  std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
  0.00      0.45     0.00     3000     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::is_lvalue_reference<std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> > > >, std::__is_convertible_to_basic_istream<std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> > >, std::__is_extractable<std::__is_convertible_to_basic_istream<std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> > >::__istream_type, double&, void> >::value, std::__is_convertible_to_basic_istream<std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> > >::__istream_type>::type std::operator>><std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >, double&>(std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >&&, double&)
  0.00      0.45     0.00     2403     0.00     0.00  std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
  0.00      0.45     0.00     1971     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00      0.45     0.00     1966     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::allocate(unsigned long, void const*)
  0.00      0.45     0.00     1966     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::construct<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >(std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&&)
  0.00      0.45     0.00     1966     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::max_size() const
  0.00      0.45     0.00     1966     0.00     0.00  std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >* std::_Rb_tree<Route*, std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >, std::_Select1st<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >, std::less<Route*>, std::allocator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::_Alloc_node::operator()<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >(std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&&) const
